5000000.001,-79.9402,47.4363
5025000.001,-80.0338,-45.0589
5050000.001,-81.3288,77.9432
5075000.001,-88.6418,75.0721
5100000.001,-96.6379,25.8257
5125000.001,-88.2783,-65.115
5150000.001,-93.7861,-149.517
5175000.001,-90.1303,-72.4635
5200000.001,-80.0881,145.327
5225000.001,-86.9256,85.152
5250000.001,-95.1978,41.5307
5275000.001,-95.4438,11.3256
5300000.001,-98.7144,-137.018
5325000.001,-88.4432,-41.8427
5350000.001,-83.86,-130.354
5375000.001,-86.1178,94.9519
5400000.001,-86.08,115.32
5425000.001,-84.7974,91.1188
5450000.001,-85.4117,96.7467
5475000.001,-97.7093,21.5121
5500000.001,-79.4085,93.5347
5525000.001,-86.563,-10.7491
5550000.001,-82.1124,8.23372
5575000.001,-90.7026,177.841
5600000.001,-85.9894,87.2031
5625000.001,-86.0725,-167.821
5650000.001,-89.6219,97.2189
5675000.001,-85.0998,-129.154
5700000.001,-88.1817,-138.434
5725000.001,-80.303,-179.572
5750000.001,-85.9625,-178.464
5775000.001,-86.0466,-163.518
5800000.001,-87.0128,-145.765
5825000.001,-88.1099,174.719
5850000.001,-84.7225,-166.643
5875000.001,-97.6437,176.135
5900000.001,-89.3131,-150.653
5925000.001,-98.6019,61.0196
5950000.001,-79.8404,118.492
5975000.001,-87.7583,41.3973
6000000.001,-86.6522,-151.547
6025000.001,-81.9354,99.8875
6050000.001,-81.4871,-0.636956
6075000.001,-100.619,136.875
6100000.001,-98.0538,108.618
6125000.001,-95.2986,125.745
6150000.001,-88.5642,-41.0118
6175000.001,-79.9281,137.588
6200000.001,-83.7487,-111.129
6225000.001,-86.6122,178.018
6250000.001,-89.5162,114.389
6275000.001,-90.4176,82.2999
6300000.001,-82.6039,-169.677
6325000.001,-82.9122,96.8701
6350000.001,-79.6951,132.166
6375000.001,-80.8569,85.1496
6400000.001,-87.6451,74.5537
6425000.001,-82.8059,-159.737
6450000.001,-80.8863,99.1731
6475000.001,-104.532,-13.3043
6500000.001,-89.906,-170.78
6525000.001,-90.5438,-101.886
6550000.001,-84.9817,150.408
6575000.001,-87.358,113.241
6600000.001,-90.9924,98.7029
6625000.001,-83.2866,173.489
6650000.001,-89.6645,86.8912
6675000.001,-80.144,137.277
6700000.001,-87.2544,-112.829
6725000.001,-79.8994,128.544
6750000.001,-83.9578,-144.27
6775000.001,-82.3758,127.062
6800000.001,-80.7898,97.2882
6825000.001,-98.4518,86.6943
6850000.001,-78.2816,166.097
6875000.001,-84.9005,91.1402
6900000.001,-79.09,84.1921
6925000.001,-83.7952,76.1531
6950000.001,-82.3425,115.805
6975000.001,-85.6099,150.013
7000000.001,-79.7055,81.6713
7025000.001,-78.8706,92.4133
7050000.001,-78.2389,124.069
7075000.001,-84.1762,122.896
7100000.001,-93.457,138.12
7125000.001,-78.4022,132.127
7150000.001,-79.9067,126.367
7175000.001,-79.4578,139.398
7200000.001,-77.6834,123.368
7225000.001,-82.0973,102.517
7250000.001,-82.2908,87.5067
7275000.001,-81.2115,133.219
7300000.001,-76.8899,118.692
7325000.001,-76.5321,122.336
7350000.001,-74.9306,134.3
7375000.001,-77.3063,115.194
7400000.001,-80.285,103.106
7425000.001,-74.3102,111.945
7450000.001,-85.6372,114.524
7475000.001,-75.4042,107.293
7500000.001,-72.6816,121.084
7525000.001,-76.2103,105.571
7550000.001,-75.1261,130.849
7575000.001,-74.3931,117.278
7600000.001,-73.255,116.048
7625000.001,-71.6538,110.862
7650000.001,-74.2146,110.262
7675000.001,-72.6533,144.239
7700000.001,-73.7982,114.236
7725000.001,-71.463,119.582
7750000.001,-68.7366,112.163
7775000.001,-73.2822,111.404
7800000.001,-69.9458,118.942
7825000.001,-71.4669,121.15
7850000.001,-69.1581,108.399
7875000.001,-68.7709,119.096
7900000.001,-68.7706,115.946
7925000.001,-68.6246,118.578
7950000.001,-67.033,122.371
7975000.001,-68.4477,111.157
8000000.001,-65.391,117.294
8025000.001,-66.0175,112.139
8050000.001,-65.9596,108.987
8075000.001,-65.1204,106.966
8100000.001,-64.4801,108.792
8125000.001,-64.7022,106.914
8150000.001,-64.1089,105.218
8175000.001,-62.4192,109.163
8200000.001,-61.8308,112.075
8225000.001,-62.1523,108.975
8250000.001,-62.2123,103.194
8275000.001,-61.5239,105.151
8300000.001,-60.8558,100.085
8325000.001,-59.6721,105.265
8350000.001,-59.0641,101.692
8375000.001,-59.3063,96.696
8400000.001,-58.2798,103.629
8425000.001,-57.9452,97.9922
8450000.001,-56.9831,95.2438
8475000.001,-56.6109,99.1244
8500000.001,-56.1567,96.0601
8525000.001,-55.124,96.7578
8550000.001,-54.7648,95.2809
8575000.001,-54.0618,94.7816
8600000.001,-53.4708,90.9958
8625000.001,-52.7555,92.2799
8650000.001,-52.1533,90.1858
8675000.001,-51.5134,88.5396
8700000.001,-50.8639,88.2925
8725000.001,-50.0611,85.9682
8750000.001,-49.3032,85.8662
8775000.001,-48.622,84.6725
8800000.001,-47.9239,84.1202
8825000.001,-47.2629,82.0539
8850000.001,-46.3933,79.6799
8875000.001,-45.6784,78.9963
8900000.001,-44.9369,76.4855
8925000.001,-44.1274,75.276
8950000.001,-43.4286,73.2181
8975000.001,-42.5714,71.7863
9000000.001,-41.7578,69.8313
9025000.001,-40.8807,68.2098
9050000.001,-40.0055,66.4114
9075000.001,-39.138,63.9819
9100000.001,-38.2602,62.017
9125000.001,-37.3365,59.3513
9150000.001,-36.4086,57.3611
9175000.001,-35.4548,54.8167
9200000.001,-34.5528,51.8835
9225000.001,-33.5498,49.1046
9250000.001,-32.5304,46.0939
9275000.001,-31.5284,43.0234
9300000.001,-30.4961,39.6973
9325000.001,-29.4024,36.2397
9350000.001,-28.3274,32.5404
9375000.001,-27.2182,28.6562
9400000.001,-26.0883,24.4596
9425000.001,-24.9398,20.1115
9450000.001,-23.7419,15.3734
9475000.001,-22.5431,10.3843
9500000.001,-21.3345,5.01222
9525000.001,-20.0843,-0.763783
9550000.001,-18.8166,-6.84607
9575000.001,-17.5449,-13.4426
9600000.001,-16.2515,-20.4616
9625000.001,-14.9451,-28.0357
9650000.001,-13.6214,-36.2204
9675000.001,-12.3127,-44.999
9700000.001,-10.9983,-54.4208
9725000.001,-9.7082,-64.4202
9750000.001,-8.44991,-75.2774
9775000.001,-7.22775,-86.8475
9800000.001,-6.04884,-99.2011
9825000.001,-4.95413,-112.336
9850000.001,-3.94443,-126.229
9875000.001,-3.03805,-140.91
9900000.001,-2.25945,-156.296
9925000.001,-1.63013,-172.19
9950000.001,-1.168,171.306
9975000.001,-0.873627,154.551
10000000.001,-0.82144,137.137
10025000.001,-0.912676,120.194
10050000.001,-1.17872,103.458
10075000.001,-1.62014,87.051
10100000.001,-2.23616,71.23
10125000.001,-2.99281,56.0001
10150000.001,-3.86925,41.5426
10175000.001,-4.85475,27.8398
10200000.001,-5.92986,14.9643
10225000.001,-7.05945,2.90737
10250000.001,-8.24286,-8.38558
10275000.001,-9.44865,-18.8453
10300000.001,-10.6872,-28.5796
10325000.001,-11.9255,-37.6033
10350000.001,-13.1759,-46.0412
10375000.001,-14.4021,-53.7998
10400000.001,-15.6267,-61.1448
10425000.001,-16.8503,-67.8723
10450000.001,-18.0493,-74.234
10475000.001,-19.243,-80.0241
10500000.001,-20.3813,-85.3965
10525000.001,-21.5345,-90.6162
10550000.001,-22.5992,-95.2464
10575000.001,-23.6837,-100.071
10600000.001,-24.7772,-103.901
10625000.001,-25.8499,-108.127
10650000.001,-26.8459,-111.844
10675000.001,-27.8429,-115.332
10700000.001,-28.8279,-118.736
10725000.001,-29.7761,-121.856
10750000.001,-30.7032,-124.948
10775000.001,-31.5834,-127.775
10800000.001,-32.4788,-130.457
10825000.001,-33.3561,-133.134
10850000.001,-34.206,-135.38
10875000.001,-35.0438,-137.861
10900000.001,-35.8655,-140.051
10925000.001,-36.6457,-142.129
10950000.001,-37.3954,-144.085
10975000.001,-38.2067,-146.225
11000000.001,-38.8737,-148.212
11025000.001,-39.6436,-149.419
11050000.001,-40.3569,-151.366
11075000.001,-41.0365,-153.177
11100000.001,-41.7454,-154.743
11125000.001,-42.3877,-156.831
11150000.001,-43.0337,-157.722
11175000.001,-43.6809,-158.979
11200000.001,-44.3489,-160.541
11225000.001,-44.9959,-162.092
11250000.001,-45.6054,-163.46
11275000.001,-46.1884,-165.127
11300000.001,-46.7252,-164.951
11325000.001,-47.3975,-167.208
11350000.001,-47.9594,-167.419
11375000.001,-48.5674,-168.545
11400000.001,-48.878,-169.631
11425000.001,-49.4544,-170.665
11450000.001,-50.1408,-170.927
11475000.001,-50.6925,-173.326
11500000.001,-51.1302,-173.611
11525000.001,-51.7267,-176.388
11550000.001,-52.1152,-176.178
11575000.001,-52.6535,-176.892
11600000.001,-53.2778,-177.145
11625000.001,-53.6302,-177.448
11650000.001,-54.3101,-179.179
11675000.001,-54.7145,179.586
11700000.001,-55.0284,-179.81
11725000.001,-55.7019,178.711
11750000.001,-55.9169,177.17
11775000.001,-56.7299,177.38
11800000.001,-57.0792,176.417
11825000.001,-57.2295,177.82
11850000.001,-57.9241,173.316
11875000.001,-58.3759,174.389
11900000.001,-58.7675,171.991
11925000.001,-58.9628,175.996
11950000.001,-59.5134,175.579
11975000.001,-59.4748,174.409
12000000.001,-59.9892,173.681
12025000.001,-60.4168,167.951
12050000.001,-61.1929,171.062
