9975000.0,-66.8142,87.255
9975125.0,-66.6323,92.2402
9975250.0,-65.4977,92.527
9975375.0,-66.101,89.5279
9975500.0,-66.6386,97.8611
9975625.0,-65.5665,102.192
9975750.0,-65.9906,95.6139
9975875.0,-66.4048,90.9732
9976000.0,-66.2063,94.6853
9976125.0,-66.4112,108.854
9976250.0,-66.2609,90.922
9976375.0,-65.8105,96.0102
9976500.0,-65.7909,96.9059
9976625.0,-65.0289,90.1441
9976750.0,-65.6571,95.5219
9976875.0,-66.0433,96.8261
9977000.0,-65.8108,102.293
9977125.0,-65.1025,96.7073
9977250.0,-65.3648,98.5493
9977375.0,-64.2538,103.6
9977500.0,-64.881,104.996
9977625.0,-64.9291,104.577
9977750.0,-64.6421,104.178
9977875.0,-64.3263,98.2666
9978000.0,-64.6956,97.9017
9978125.0,-64.0719,106.826
9978250.0,-64.3478,107.633
9978375.0,-63.9901,107.9
9978500.0,-64.4828,100.837
9978625.0,-64.8739,102.814
9978750.0,-63.6638,101.091
9978875.0,-64.5156,101.869
9979000.0,-63.9929,105.595
9979125.0,-64.4112,108.654
9979250.0,-63.2922,106.588
9979375.0,-62.6365,109.682
9979500.0,-63.8473,108.344
9979625.0,-63.0415,107.693
9979750.0,-62.1839,110.176
9979875.0,-62.6015,105.49
9980000.0,-61.8758,111.349
9980125.0,-62.3462,107.387
9980250.0,-62.757,109.357
9980375.0,-62.5736,112.787
9980500.0,-61.1687,112.053
9980625.0,-61.804,112.419
9980750.0,-61.394,113.486
9980875.0,-61.504,112.973
9981000.0,-61.2702,108.219
9981125.0,-61.1521,110.199
9981250.0,-60.7478,112.418
9981375.0,-60.2869,112.266
9981500.0,-60.2174,112.087
9981625.0,-59.935,115.048
9981750.0,-60.086,116.945
9981875.0,-59.6461,110.666
9982000.0,-59.4037,110.365
9982125.0,-59.1612,114.611
9982250.0,-59.4823,113.274
9982375.0,-58.6599,116.199
9982500.0,-59.0723,112.027
9982625.0,-58.368,116.31
9982750.0,-58.1818,117.27
9982875.0,-58.0853,111.936
9983000.0,-57.8095,117.159
9983125.0,-57.4345,113.96
9983250.0,-57.2986,114.134
9983375.0,-57.2713,115.643
9983500.0,-56.6344,118.487
9983625.0,-56.6978,114.291
9983750.0,-56.4171,116.353
9983875.0,-56.0138,116.121
9984000.0,-55.9774,115.329
9984125.0,-55.8406,114.557
9984250.0,-55.5473,116.665
9984375.0,-54.9717,114.543
9984500.0,-54.9709,118.037
9984625.0,-54.6279,117.665
9984750.0,-54.2902,115.824
9984875.0,-53.9882,118.042
9985000.0,-53.8934,115.644
9985125.0,-53.6767,116.424
9985250.0,-53.3063,116.247
9985375.0,-53.0566,117.049
9985500.0,-52.8116,116.426
9985625.0,-52.5344,114.163
9985750.0,-52.1793,115.273
9985875.0,-51.7825,115.178
9986000.0,-51.4444,115.989
9986125.0,-51.4226,115.67
9986250.0,-50.9485,115.025
9986375.0,-50.7701,114.365
