100	-98.5143
1000	-96.5143
1001	-96.5143
1002	-96.5143
1003	-96.5143
1004	-96.5143
1005	-96.7153
1006	-96.7153
1007	-96.7153
1008	-96.7153
1009	-96.6323
1010	-96.6323
1011	-96.6323
1012	-96.6323
1013	-96.6323
1014	-96.4033
1015	-96.4033
1016	-96.4033
1017	-96.4033
1018	-96.4033
1019	-96.3693
1020	-96.3693
1021	-96.3693
1022	-96.3693
1023	-96.3693
1024	-96.1563
1025	-96.1563
1026	-96.1563
1027	-96.1563
1028	-96.1563
1029	-96.0443
1030	-96.0443
1031	-96.0443
1032	-96.0443
1033	-96.0443
1034	-96.6053
1035	-96.6053
1036	-96.6053
1037	-96.6053
1038	-96.6053
1039	-97.0013
1040	-97.0013
1041	-97.0013
1042	-97.0013
1043	-97.0013
1044	-96.8793
1045	-96.8793
1046	-96.8793
1047	-96.8793
1048	-96.7663
1049	-96.7663
1050	-96.7663
1051	-96.7663
1052	-96.7663
1053	-96.2513
1054	-96.2513
1055	-96.2513
1056	-96.2513
1057	-96.2513
1058	-96.2513
1059	-96.2513
1060	-96.2513
1061	-96.2513
1062	-96.2513
1063	-95.9813
1064	-95.9813
1065	-95.9813
1066	-95.9813
1067	-95.9813
1068	-96.2833
1069	-96.2833
1070	-96.2833
1071	-96.2833
1072	-96.2833
1073	-96.2943
1074	-96.2943
1075	-96.2943
1076	-96.2943
1077	-96.2943
1078	-96.4763
1079	-96.4763
1080	-96.4763
1081	-96.4763
1082	-96.4763
1083	-95.9013
1084	-95.9013
1085	-95.9013
1086	-95.9013
1087	-95.9013
1088	-95.9503
1089	-95.9503
1090	-95.9503
1091	-95.9503
1092	-96.2763
1093	-96.2763
1094	-96.2763
1095	-96.2763
1096	-96.2763
1097	-96.0263
1098	-96.0263
1099	-96.0263
1100	-96.0263
1110	-96.5303
1120	-96.7653
1130	-96.1183
1140	-96.1423
1150	-95.4073
1160	-94.1983
1170	-94.2303
1180	-94.0243
1190	-94.4573
1200	-95.5793
1210	-95.5923
1220	-95.3443
1230	-95.0963
1240	-95.6523
1250	-96.1503
1260	-95.5673
1270	-94.7273
1280	-94.2733
1290	-94.1133
1300	-94.6003
1310	-95.1703
1320	-94.8033
1330	-94.7253
1340	-95.4623
1350	-95.1363
1360	-95.0853
1370	-95.8643
1380	-96.0923
1390	-95.8203
1400	-96.5063
1410	-96.6213
1420	-96.5093
1430	-96.2873
1440	-95.9693
1450	-95.5843
1460	-95.9213
1470	-95.9743
1480	-96.8053
1490	-97.3993
1500	-97.4303
1510	-98.0763
1520	-97.4243
1530	-97.0233
1540	-97.4713
1550	-97.4283
1560	-96.5923
1570	-96.5733
1580	-96.6653
1590	-95.7123
1600	-95.6173
1610	-96.4773
1620	-96.8963
1630	-96.6053
1640	-97.5053
1650	-96.2293
1660	-95.8523
1670	-95.9603
1680	-95.9893
1690	-96.0513
1700	-95.7033
1710	-95.5513
1720	-95.3633
1730	-95.0663
1740	-94.8593
1750	-95.0833
1760	-94.5823
1770	-94.0963
1780	-93.6683
1790	-93.7183
1800	-93.9393
1810	-94.6843
1820	-95.7613
1830	-96.2703
1840	-96.0313
1850	-96.4753
1860	-96.4933
1870	-96.1773
1880	-96.0713
1890	-95.0013
1900	-95.9293
1910	-96.6603
1920	-96.9603
1930	-97.3263
1940	-98.1363
1950	-97.4733
1960	-97.0953
1970	-97.7633
1980	-97.3543
1990	-97.1303
2000	-97.6513
2100	-95.6553
2200	-94.3613
2300	-95.2253
2400	-95.3033
2500	-94.3173
2600	-94.4533
2700	-96.0393
2800	-95.2723
2900	-95.8033
3000	-95.7873
3100	-93.8213
3200	-96.9323
3300	-95.3123
3400	-93.8773
3500	-94.9593
3600	-94.8003
3700	-95.7913
3800	-95.3593
3900	-94.6993
4000	-94.8123
4100	-93.7993
4200	-94.7973
4300	-94.6913
4400	-93.9753
4500	-92.2583
4600	-93.9793
4700	-94.0633
4800	-93.3893
4900	-94.5053
5000	-95.4393
5100	-95.3133
5200	-92.7823
5300	-94.9723
5400	-95.2933
5500	-93.8493
5600	-94.3953
5700	-94.1583
5800	-95.4453
5900	-94.0493
6000	-92.8653
6100	-91.5013
6200	-94.1493
6300	-93.6793
6400	-95.0933
6500	-94.5773
6600	-93.0173
6700	-93.9933
6800	-93.2933
6900	-92.7223
7000	-93.0543
7100	-92.5793
7200	-92.3663
7300	-93.4813
7400	-93.9273
7500	-92.6513
7600	-91.9433
7700	-93.6263
7800	-93.1563
7900	-95.0403
8000	-93.9253
8100	-92.9233
8200	-93.6883
8300	-92.0133
8400	-93.2933
8500	-93.0763
8600	-92.7423
8700	-93.9433
8800	-92.2143
8900	-92.4653
9000	-93.2443
9100	-94.0713
9200	-92.3643
9300	-91.1693
9400	-93.1633
9500	-92.8333
9600	-92.8893
9700	-92.7253
9800	-91.1763
9900	-91.1213
10000	-91.2673
10100	-93.0233
10200	-90.7603
10300	-92.1613
10400	-91.6873
10500	-91.8523
10600	-91.2393
10700	-90.9123
10800	-92.5873
10900	-92.4453
11000	-91.3423
11100	-90.9563
11200	-89.1383
11300	-92.4853
11400	-93.3813
11500	-91.5963
11600	-91.3523
11700	-92.7613
11800	-90.7023
11900	-91.5843
12000	-91.6573
12100	-91.3423
12200	-92.5783
12300	-91.6923
12400	-92.7703
12500	-92.0453
12600	-91.8713
12700	-92.6153
12800	-92.0883
12900	-92.1103
13000	-90.5113
13100	-91.3703
13200	-91.0613
13300	-90.6743
13400	-91.3603
13500	-91.6413
13600	-91.2893
13700	-90.7623
13800	-90.4433
13900	-90.5873
14000	-91.6443
14100	-91.6953
14200	-92.9203
14300	-91.3733
14400	-90.5883
14500	-91.7983
14600	-92.4413
14700	-90.1973
14800	-92.0683
14900	-89.8513
15000	-91.4303
15100	-91.7383
15200	-90.6173
15300	-92.0753
15400	-90.1833
15500	-89.0693
15600	-89.6953
15700	-90.5933
15800	-89.1003
15900	-91.0353
16000	-90.6083
16100	-90.1993
16200	-90.1923
16300	-91.2513
16400	-91.0493
16500	-91.2253
16600	-90.4183
16700	-90.1653
16800	-90.7233
16900	-90.2633
17000	-91.7823
17100	-89.7593
17200	-93.1173
17300	-92.3483
17400	-90.6803
17500	-91.4543
17600	-89.4673
17700	-89.4653
17800	-91.8553
17900	-92.2383
18000	-90.6373
18100	-90.1623
18200	-90.4323
18300	-91.5193
18400	-90.7023
18500	-89.9273
18600	-91.2363
18700	-90.0463
18800	-91.2023
18900	-90.0163
19000	-89.7623
20009	-91.8817
20020	-91.8817
20031	-93.0197
20042	-93.0197
20053	-91.7737
20064	-91.7737
20075	-91.7737
20086	-91.4707
20097	-91.4707
20108	-90.9307
20119	-90.9307
20130	-92.0987
20141	-92.0987
20152	-90.8157
20163	-90.8157
20174	-91.4167
20185	-91.4167
20196	-91.4167
20207	-90.4917
20218	-90.4917
20229	-90.6387
20240	-90.6387
20251	-90.4737
20262	-90.4737
20273	-90.4317
20284	-90.4317
20295	-90.4317
