X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.000000e-02,5.000000e-05
0,1.80e+00,1.03e+00,
1,1.76e+00,1.06e+00,
2,1.76e+00,1.06e+00,
3,1.74e+00,1.09e+00,
4,1.74e+00,1.10e+00,
5,1.72e+00,1.13e+00,
6,1.72e+00,1.14e+00,
7,1.67e+00,1.16e+00,
8,1.67e+00,1.16e+00,
9,1.64e+00,1.20e+00,
10,1.63e+00,1.20e+00,
11,1.61e+00,1.24e+00,
12,1.61e+00,1.24e+00,
13,1.56e+00,1.26e+00,
14,1.56e+00,1.27e+00,
15,1.54e+00,1.31e+00,
16,1.54e+00,1.31e+00,
17,1.50e+00,1.33e+00,
18,1.50e+00,1.34e+00,
19,1.48e+00,1.37e+00,
20,1.45e+00,1.37e+00,
21,1.43e+00,1.42e+00,
22,1.43e+00,1.42e+00,
23,1.39e+00,1.44e+00,
24,1.39e+00,1.45e+00,
25,1.37e+00,1.48e+00,
26,1.37e+00,1.48e+00,
27,1.32e+00,1.52e+00,
28,1.32e+00,1.52e+00,
29,1.30e+00,1.55e+00,
30,1.28e+00,1.55e+00,
31,1.26e+00,1.58e+00,
32,1.25e+00,1.58e+00,
33,1.21e+00,1.61e+00,
34,1.21e+00,1.63e+00,
35,1.19e+00,1.66e+00,
36,1.19e+00,1.66e+00,
37,1.15e+00,1.68e+00,
38,1.15e+00,1.68e+00,
39,1.12e+00,1.72e+00,
40,1.12e+00,1.72e+00,
41,1.08e+00,1.75e+00,
42,1.08e+00,1.76e+00,
43,1.04e+00,1.79e+00,
44,1.04e+00,1.79e+00,
45,1.02e+00,1.81e+00,
46,1.01e+00,1.81e+00,
47,9.84e-01,1.81e+00,
48,9.84e-01,1.81e+00,
49,9.36e-01,1.81e+00,
50,9.36e-01,1.81e+00,
51,9.12e-01,1.81e+00,
52,9.12e-01,1.81e+00,
53,8.76e-01,1.81e+00,
54,8.76e-01,1.81e+00,
55,8.40e-01,1.81e+00,
56,8.40e-01,1.81e+00,
57,8.04e-01,1.79e+00,
58,8.04e-01,1.79e+00,
59,7.68e-01,1.75e+00,
60,7.68e-01,1.75e+00,
61,7.44e-01,1.70e+00,
