226789548,387; -0,173
291813677,419; -0,112
356837806,452; -0,051
421861935,484; -0,112
486886064,516; -0,112
551910193,548; -0,051
616934322,581; -0,051
681958451,613; 0,011
714470516,129; -0,417
779494645,161; -0,417
844518774,194; -0,417
909542903,226; -0,417
974567032,258; -0,417
1039591161,290; -0,417
1104615290,323; -0,417
1169639419,355; -0,417
1234663548,387; -0,417
1299687677,419; -0,417
1364711806,452; -0,417
1429735935,484; -0,417
1494760064,516; -0,417
1559784193,548; -0,417
1624808322,581; -0,417
1689832451,613; -0,417
1754856580,645; -0,417
1819880709,677; -0,417
1884904838,710; -0,417
1949928967,742; -0,417
2014953096,774; -0,417
2079977225,806; -0,539
2145001354,839; -0,478
2210025483,871; -0,601
2275049612,903; -0,478
2340073741,935; -0,662
2405097870,968; -0,662
2470122000,000; -0,662
2535146129,032; -0,662
2600170258,065; -0,662
2665194387,097; -0,662
2730218516,129; -0,662
2795242645,161; -0,662
2860266774,194; -0,662
2925290903,226; -0,906
2990315032,258; -0,906
3055339161,290; -1,028
3120363290,323; -0,906
3185387419,355; -0,906
3250411548,387; -0,906
3315435677,419; -0,906
3380459806,452; -0,906
3445483935,484; -0,906
3510508064,516; -0,967
3575532193,548; -1,090
3640556322,581; -1,151
3705580451,613; -1,151
3770604580,645; -1,151
3835628709,677; -1,212
3900652838,710; -1,395
3965676967,742; -1,762
4030701096,774; -1,884
4095725225,806; -2,190
4160749354,839; -2,129
4225773483,871; -2,129
4339565709,677; -2,373
4388333806,452; -2,862
4437101903,226; -3,229
4453357935,484; -3,718
4502126032,258; -4,207
4518382064,516; -4,696
4567150161,290; -4,940
4615918258,065; -5,307
4664686354,839; -4,940
4664686354,839; -5,307
4713454451,613; -4,329
4729710483,871; -3,718
4778478580,645; -3,351
4843502709,677; -3,290
4892270806,452; -3,596
4924782870,968; -3,962
4957294935,484; -4,451
4973550967,742; -4,940
5022319064,516; -5,429
5022319064,516; -5,918
5022319064,516; -6,285
5054831129,032; -6,652
5071087161,290; -7,079
5087343193,548; -7,630
5087343193,548; -8,118
5119855258,065; -8,607
5136111290,323; -9,219
5152367322,581; -9,830
5152367322,581; -10,319
5152367322,581; -10,808
5168623354,839; -11,236
5184879387,097; -11,786
5217391451,613; -12,275
5217391451,613; -12,764
5217391451,613; -13,253
5217391451,613; -14,108
5233647483,871; -13,864
5249903516,129; -14,475
5249903516,129; -14,964
5266159548,387; -15,453
5282415580,645; -15,942
5282415580,645; -16,431
5298671612,903; -16,920
5314927645,161; -17,409
5314927645,161; -17,898
5314927645,161; -18,387
5314927645,161; -19,242
5331183677,419; -18,998
5347439709,677; -19,609
5347439709,677; -20,465
5363695741,935; -20,220
5379951774,194; -20,832
5379951774,194; -21,321
5379951774,194; -21,810
5379951774,194; -22,298
5379951774,194; -22,787
5396207806,452; -23,399
5412463838,710; -24,010
5428719870,968; -24,438
5444975903,226; -24,988
5461231935,484; -25,599
5477487967,742; -26,210
5493744000,000; -26,699
5510000032,258; -27,188
5510000032,258; -27,677
5510000032,258; -28,166
5510000032,258; -28,655
5526256064,516; -29,083
5575024161,290; -29,389
5575024161,290; -29,877
5591280193,548; -30,305
5607536225,806; -30,855
5623792258,065; -31,344
5640048290,323; -31,833
5640048290,323; -32,200
5688816387,097; -32,567
5688816387,097; -32,995
5737584483,871; -33,056
5737584483,871; -33,545
5737584483,871; -34,034
5737584483,871; -34,523
5737584483,871; -35,012
5737584483,871; -35,501
5737584483,871; -35,867
5786352580,645; -36,356
5802608612,903; -36,967
5835120677,419; -37,456
5835120677,419; -37,945
5835120677,419; -38,434
5851376709,677; -38,923
5851376709,677; -39,351
5867632741,935; -39,901
5867632741,935; -40,390
5867632741,935; -41,246
5883888774,194; -40,940
5932656870,968; -40,879
5948912903,226; -41,368
5965168935,484; -41,857
5965168935,484; -42,346
5965168935,484; -42,835
5965168935,484; -43,324
5965168935,484; -43,813
5981424967,742; -44,302
6013937032,258; -45,402
6013937032,258; -45,891
6019355709,677; -44,791
6030193064,516; -46,502
6062705129,032; -44,791
6062705129,032; -45,280
6078961161,290; -45,769
6078961161,290; -46,197
6095217193,548; -46,747
6095217193,548; -47,236
6095217193,548; -47,725
6095217193,548; -48,214
6111473225,806; -48,703
6111473225,806; -49,131
6127729258,065; -49,681
6160241322,581; -47,480
6176497354,839; -48,091
6176497354,839; -48,519
6209009419,355; -49,192
6225265451,613; -48,703
6274033548,387; -49,558
6274033548,387; -50,170
6274033548,387; -50,659
6306545612,903; -51,148
6322801645,161; -50,659
6339057677,419; -51,881
6339057677,419; -52,370
6355313709,677; -51,392
6371569741,935; -53,470
6376988419,355; -52,859
6387825774,194; -54,081
6387825774,194; -54,570
6387825774,194; -54,937
6420337838,710; -51,881
6436593870,968; -52,492
6452849903,226; -53,103
6452849903,226; -53,592
6452849903,226; -54,081
6452849903,226; -54,570
6452849903,226; -55,426
6469105935,484; -55,181
6501618000,000; -55,793
6517874032,258; -53,348
6517874032,258; -56,282
6534130064,516; -53,959
6534130064,516; -54,448
6539548741,935; -55,263
6582898161,290; -55,548
6582898161,290; -58,238
6582898161,290; -58,726
6599154193,548; -56,159
6599154193,548; -57,260
6599154193,548; -57,749
6615410225,806; -56,771
6664178322,581; -56,037
6680434354,839; -55,548
6680434354,839; -56,526
6680434354,839; -57,015
6680434354,839; -58,971
6696690387,097; -57,626
6696690387,097; -58,360
6745458483,871; -57,015
6745458483,871; -57,504
6745458483,871; -57,871
6761714516,129; -56,526
6777970548,387; -56,037
6810482612,903; -57,749
6826738645,161; -57,198
6859250709,677; -56,526
6891762774,194; -56,159
6897181451,613; -55,548
6897181451,613; -57,015
6908018806,452; -57,749
6908018806,452; -58,115
6940530870,968; -53,348
6940530870,968; -53,837
6956786903,226; -54,326
6956786903,226; -54,815
6956786903,226; -55,304
6989298967,742; -56,404
6989298967,742; -56,832
6994717645,161; -55,793
7005555000,000; -53,103
7005555000,000; -53,592
7005555000,000; -54,081
7005555000,000; -54,570
7021811032,258; -55,181
7038067064,516; -55,793
7038067064,516; -56,282
7038067064,516; -57,993
7038067064,516; -58,482
7038067064,516; -58,971
7054323096,774; -56,709
7054323096,774; -57,382
7103091193,548; -54,815
7103091193,548; -55,793
7103091193,548; -56,282
7103091193,548; -56,648
7119347225,806; -54,204
7119347225,806; -55,243
7135603258,065; -53,103
7135603258,065; -53,592
7168115322,581; -54,081
7168115322,581; -54,570
7168115322,581; -55,059
7168115322,581; -55,548
7168115322,581; -56,037
7168115322,581; -56,526
7168115322,581; -57,015
7184371354,839; -57,504
7184371354,839; -57,993
7184371354,839; -58,482
7200627387,097; -58,971
7233139451,613; -57,749
7249395483,871; -56,893
7249395483,871; -57,321
7254814161,290; -56,282
7265651516,129; -54,081
7265651516,129; -55,548
7281907548,387; -54,570
7281907548,387; -55,059
7298163580,645; -51,881
7298163580,645; -52,370
7314419612,903; -52,859
7314419612,903; -53,348
7330675645,161; -55,304
7330675645,161; -55,793
7330675645,161; -56,159
7346931677,419; -53,653
7352350354,839; -54,815
7384862419,355; -54,081
7395699774,194; -53,348
7428211838,710; -54,081
7428211838,710; -54,570
7428211838,710; -55,059
7428211838,710; -55,548
7444467870,968; -56,037
7444467870,968; -56,526
7444467870,968; -57,015
7444467870,968; -57,504
7444467870,968; -57,993
7444467870,968; -58,482
7444467870,968; -58,971
7444467870,968; -59,460
7444467870,968; -59,888
7460723903,226; -60,438
7460723903,226; -60,927
7460723903,226; -61,416
7460723903,226; -61,905
7460723903,226; -62,394
7460723903,226; -62,883
7460723903,226; -63,249
7493235967,742; -55,304
7493235967,742; -55,793
7509492000,000; -56,282
7509492000,000; -56,771
7542004064,516; -57,871
7547422741,935; -57,260
7558260096,774; -55,793
7558260096,774; -56,282
7590772161,290; -53,348
7590772161,290; -53,837
7590772161,290; -54,326
7607028193,548; -54,815
7607028193,548; -55,304
7612446870,968; -56,934
7639540258,065; -55,793
7639540258,065; -56,282
7655796290,323; -56,771
7672052322,581; -57,260
7688308354,839; -54,815
7688308354,839; -55,304
7688308354,839; -55,793
7688308354,839; -58,115
7704564387,097; -56,404
7709983064,516; -57,749
7720820419,355; -57,015
7720820419,355; -58,482
7720820419,355; -58,971
7753332483,871; -63,127
7753332483,871; -63,616
7753332483,871; -64,105
7753332483,871; -64,594
7753332483,871; -65,083
7753332483,871; -65,572
7769588516,129; -61,294
7769588516,129; -61,783
7769588516,129; -62,271
7769588516,129; -62,699
7775007193,548; -60,682
7785844548,387; -57,504
7785844548,387; -57,993
7785844548,387; -58,482
7785844548,387; -58,971
7785844548,387; -59,460
7785844548,387; -59,949
7807519258,065; -56,974
7818356612,903; -54,815
7818356612,903; -55,304
7818356612,903; -55,793
7834612645,161; -56,282
7850868677,419; -57,993
7850868677,419; -58,482
7872543387,097; -57,463
7883380741,935; -55,304
7899636774,194; -55,854
7899636774,194; -56,404
7915892806,452; -57,015
7948404870,968; -56,037
7964660903,226; -56,526
7980916935,484; -59,460
7980916935,484; -59,949
7980916935,484; -60,438
7980916935,484; -60,927
7980916935,484; -61,416
7980916935,484; -61,905
7997172967,742; -57,015
7997172967,742; -57,504
7997172967,742; -57,993
7997172967,742; -58,482
7997172967,742; -58,910
8013429000,000; -53,348
8013429000,000; -56,037
8029685032,258; -54,693
8029685032,258; -55,181
8029685032,258; -55,670
8029685032,258; -56,648
8035103709,677; -54,081
8045941064,516; -57,260
8045941064,516; -57,626
8078453129,032; -56,282
8078453129,032; -56,771
8094709161,290; -54,754
8094709161,290; -55,304
8094709161,290; -55,732
8110965193,548; -53,837
8110965193,548; -54,326
8143477258,065; -55,181
8165151967,742; -54,815
8192245354,839; -54,081
8192245354,839; -55,548
8192245354,839; -56,037
8192245354,839; -56,526
8192245354,839; -56,954
8208501387,097; -52,125
8208501387,097; -52,614
8208501387,097; -53,103
8208501387,097; -53,592
8208501387,097; -54,570
8208501387,097; -55,059
8224757419,355; -57,504
8224757419,355; -57,993
8224757419,355; -58,482
8224757419,355; -58,971
8224757419,355; -59,460
8224757419,355; -59,949
8224757419,355; -60,438
8241013451,613; -61,416
8241013451,613; -61,905
8241013451,613; -62,394
8241013451,613; -62,883
8241013451,613; -63,372
8241013451,613; -63,861
8241013451,613; -64,350
8241013451,613; -64,839
8241013451,613; -65,205
8257269483,871; -60,805
8273525516,129; -53,103
8273525516,129; -53,592
8273525516,129; -54,081
8273525516,129; -54,570
8273525516,129; -55,059
8273525516,129; -55,548
8273525516,129; -56,037
8273525516,129; -56,526
8273525516,129; -58,238
8273525516,129; -58,726
8273525516,129; -59,215
8273525516,129; -59,704
8273525516,129; -60,193
8289781548,387; -56,954
8289781548,387; -57,626
8338549645,161; -50,903
8338549645,161; -51,392
8338549645,161; -51,881
8338549645,161; -52,370
8338549645,161; -52,859
8338549645,161; -55,181
8354805677,419; -53,470
8354805677,419; -53,959
8354805677,419; -54,448
8354805677,419; -54,937
8371061709,677; -55,915
8387317741,935; -55,670
8387317741,935; -56,771
8387317741,935; -57,260
8387317741,935; -57,749
8403573774,194; -56,282
8403573774,194; -58,238
8403573774,194; -59,215
8403573774,194; -59,704
8403573774,194; -60,193
8419829806,452; -58,665
8419829806,452; -60,682
8419829806,452; -61,110
8436085838,710; -63,616
8436085838,710; -63,983
8452341870,968; -61,660
8452341870,968; -62,149
8452341870,968; -62,638
8452341870,968; -63,127
8468597903,226; -58,726
8468597903,226; -59,215
8468597903,226; -59,704
8468597903,226; -60,193
8468597903,226; -60,682
8468597903,226; -61,171
8517366000,000; -62,638
8517366000,000; -63,005
8555296741,935; -62,149
8566134096,774; -63,738
8582390129,032; -61,049
8582390129,032; -61,538
8582390129,032; -63,494
8587808806,452; -60,438
8587808806,452; -62,883
8598646161,290; -59,215
8598646161,290; -59,704
8614902193,548; -62,149
8614902193,548; -64,105
8614902193,548; -64,594
8614902193,548; -65,083
8614902193,548; -65,572
8614902193,548; -66,061
8614902193,548; -66,550
8614902193,548; -67,039
8631158225,806; -67,528
8647414258,065; -60,682
8647414258,065; -61,171
8647414258,065; -61,660
8647414258,065; -62,638
8647414258,065; -63,127
8647414258,065; -63,616
8663670290,323; -56,771
8663670290,323; -57,260
8663670290,323; -57,749
8663670290,323; -58,238
8663670290,323; -58,726
8663670290,323; -59,215
8663670290,323; -59,704
8663670290,323; -60,193
8679926322,581; -62,149
8679926322,581; -64,105
8679926322,581; -64,594
8679926322,581; -65,083
8679926322,581; -65,511
8696182354,839; -62,638
8696182354,839; -63,127
8696182354,839; -63,616
8696182354,839; -66,061
8696182354,839; -66,550
8696182354,839; -67,039
8696182354,839; -67,528
8696182354,839; -68,017
8696182354,839; -68,506
8696182354,839; -68,995
8696182354,839; -69,484
8696182354,839; -69,973
8696182354,839; -70,339
8712438387,097; -61,660
8744950451,613; -60,193
8744950451,613; -60,682
8744950451,613; -61,171
8761206483,871; -59,704
8761206483,871; -61,660
8761206483,871; -62,149
8761206483,871; -62,638
8761206483,871; -63,127
8761206483,871; -63,616
8761206483,871; -65,939
8777462516,129; -64,105
8777462516,129; -64,594
8777462516,129; -65,083
8777462516,129; -65,572
8826230612,903; -63,127
8826230612,903; -63,616
8826230612,903; -64,105
8826230612,903; -64,594
8826230612,903; -65,083
8826230612,903; -66,917
8842486645,161; -65,694
8842486645,161; -66,183
8842486645,161; -66,672
8858742677,419; -67,772
8858742677,419; -68,261
8858742677,419; -68,750
8858742677,419; -69,117
8874998709,677; -67,161
8891254741,935; -63,127
8891254741,935; -63,616
8891254741,935; -64,105
8891254741,935; -64,594
8891254741,935; -65,083
8891254741,935; -65,572
8891254741,935; -66,061
8891254741,935; -66,550
8907510774,194; -62,760
8912929451,613; -62,149
8956278870,968; -63,616
8972534903,226; -63,249
8977953580,645; -62,638
9005046967,742; -61,905
9037559032,258; -61,416
9053815064,516; -59,215
9053815064,516; -59,704
9053815064,516; -61,905
9053815064,516; -62,394
9053815064,516; -62,760
9070071096,774; -60,193
9086327129,032; -61,171
9102583161,290; -60,621
9151351258,065; -65,083
9151351258,065; -65,572
9151351258,065; -66,061
9151351258,065; -66,550
9151351258,065; -66,917
9167607290,323; -61,783
9167607290,323; -62,271
9167607290,323; -62,760
9167607290,323; -63,249
9167607290,323; -63,738
9167607290,323; -64,227
9167607290,323; -64,716
9173025967,742; -61,171
9183863322,581; -60,438
9183863322,581; -68,261
9183863322,581; -68,750
9183863322,581; -69,239
9183863322,581; -69,728
9183863322,581; -70,217
9200119354,839; -67,650
9232631419,355; -63,616
9232631419,355; -64,105
9232631419,355; -64,594
9232631419,355; -65,083
9232631419,355; -65,572
9232631419,355; -66,061
9232631419,355; -66,550
9232631419,355; -66,978
9248887451,613; -63,127
9265143483,871; -61,783
9265143483,871; -62,271
9265143483,871; -62,760
9270562161,290; -61,171
9281399516,129; -60,438
9281399516,129; -65,816
9281399516,129; -66,305
9281399516,129; -66,794
9281399516,129; -67,283
9281399516,129; -67,772
9281399516,129; -68,261
9281399516,129; -68,750
9281399516,129; -69,239
9281399516,129; -69,728
9281399516,129; -70,217
9297655548,387; -65,450
9303074225,806; -64,839
9313911580,645; -63,616
9313911580,645; -64,105
9330167612,903; -62,149
9330167612,903; -62,638
9330167612,903; -63,066
9346423645,161; -58,726
9346423645,161; -59,215
9346423645,161; -59,704
9346423645,161; -60,193
9346423645,161; -60,682
9362679677,419; -61,171
9362679677,419; -61,660
9362679677,419; -65,572
9362679677,419; -66,061
9362679677,419; -66,489
9378935709,677; -68,384
9395191741,935; -62,760
9395191741,935; -63,249
9395191741,935; -63,738
9395191741,935; -64,227
9395191741,935; -64,716
9395191741,935; -65,205
9395191741,935; -67,650
9395191741,935; -68,139
9400610419,355; -62,149
9400610419,355; -67,039
9411447774,194; -57,504
9411447774,194; -57,993
9411447774,194; -65,816
9411447774,194; -66,305
9411447774,194; -68,750
9411447774,194; -69,239
9411447774,194; -69,728
9411447774,194; -70,217
9427703806,452; -58,604
9427703806,452; -59,093
9427703806,452; -61,049
9427703806,452; -61,538
9433122483,871; -60,438
9443959838,710; -59,704
9460215870,968; -62,149
9476471903,226; -61,660
9476471903,226; -62,638
9476471903,226; -63,127
9476471903,226; -63,616
9476471903,226; -64,105
9476471903,226; -64,594
9476471903,226; -65,083
9476471903,226; -65,572
9476471903,226; -66,061
9476471903,226; -66,550
9476471903,226; -67,039
9476471903,226; -67,528
9476471903,226; -68,017
9476471903,226; -68,506
9476471903,226; -68,995
9492727935,484; -69,606
9525240000,000; -70,278
9574008096,774; -66,794
9574008096,774; -67,283
9574008096,774; -67,772
9574008096,774; -68,261
9574008096,774; -68,750
9574008096,774; -69,239
9574008096,774; -69,728
9574008096,774; -70,217
9590264129,032; -63,494
9590264129,032; -63,983
9590264129,032; -64,472
9590264129,032; -64,961
9590264129,032; -65,450
9590264129,032; -65,939
9590264129,032; -66,367
9606520161,290; -59,460
9606520161,290; -59,949
9606520161,290; -60,438
9606520161,290; -60,927
9622776193,548; -61,538
9622776193,548; -62,027
9655288258,065; -62,638
9655288258,065; -63,127
9655288258,065; -63,616
9655288258,065; -64,105
9655288258,065; -64,594
9655288258,065; -65,083
9655288258,065; -65,572
9655288258,065; -66,000
9671544290,323; -59,215
9671544290,323; -59,704
9671544290,323; -60,193
9671544290,323; -60,682
9671544290,323; -61,171
9671544290,323; -61,660
9687800322,581; -62,149
9704056354,839; -62,638
9704056354,839; -64,839
9704056354,839; -65,328
9704056354,839; -65,816
9704056354,839; -66,305
9704056354,839; -66,794
9704056354,839; -67,283
9704056354,839; -67,772
9704056354,839; -68,261
9704056354,839; -68,750
9704056354,839; -69,239
9704056354,839; -69,728
9704056354,839; -70,217
9720312387,097; -63,127
9725731064,516; -64,309
9758243129,032; -63,616
9769080483,871; -61,905
9769080483,871; -62,394
9769080483,871; -62,883
9769080483,871; -64,350
9769080483,871; -64,839
9785336516,129; -60,560
9785336516,129; -61,049
9785336516,129; -61,477
9790755193,548; -59,949
9823267258,065; -59,215
9834104612,903; -55,059
9834104612,903; -55,548
9834104612,903; -58,482
9834104612,903; -59,949
9834104612,903; -60,438
9834104612,903; -60,927
9834104612,903; -61,416
9834104612,903; -61,905
9834104612,903; -62,394
9834104612,903; -62,883
9850360645,161; -56,037
9850360645,161; -56,465
9850360645,161; -57,504
9850360645,161; -57,932
9888291387,097; -57,015
